,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_Hours,Duration_Mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Chennai,Delhi,Kolkata,Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
4873,2,10368,12,6,19,30,12,35,17,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4874,0,3384,21,3,9,30,12,5,2,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4875,1,7742,24,3,12,0,13,40,25,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4876,1,6386,9,6,2,0,7,45,5,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4877,0,7229,6,6,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4878,1,8891,6,5,9,25,18,30,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4879,1,13587,1,6,13,0,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4880,1,8227,27,3,7,30,13,20,5,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4881,2,12125,1,4,9,50,23,15,13,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4882,0,3873,15,6,22,20,0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4883,1,13377,12,6,16,0,1,30,9,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4884,1,10953,12,5,20,25,23,35,27,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4885,0,4622,9,3,6,55,9,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4886,1,14231,24,3,13,55,10,5,20,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4887,1,10262,24,6,21,50,19,0,21,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4888,0,3943,15,4,22,10,1,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4889,1,8610,12,5,20,20,20,20,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4890,1,6717,21,3,7,5,22,20,15,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4891,1,10877,24,6,8,30,19,0,10,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4892,1,4775,1,5,15,15,20,5,4,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4893,1,14571,9,6,16,30,22,35,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4894,0,6205,24,3,9,35,12,30,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4895,1,14151,18,5,20,25,18,0,21,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4896,1,6637,27,3,11,40,21,0,9,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4897,2,12074,3,3,7,30,10,50,27,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4898,0,4804,21,6,11,30,14,5,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4899,1,7252,6,5,21,0,2,15,5,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4900,1,6069,3,6,7,35,12,10,4,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4901,1,15554,9,5,11,30,19,0,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4902,0,3850,18,5,15,40,18,25,2,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4903,2,12940,18,5,18,45,19,15,24,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4904,1,8844,1,5,11,15,18,30,7,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4905,1,15190,12,6,7,5,19,0,11,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4906,1,9134,15,3,8,0,16,10,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4907,1,11822,9,4,20,55,12,35,15,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4908,1,15078,9,5,15,0,1,30,10,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4909,0,11005,1,3,22,45,0,10,1,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4910,1,7006,21,3,15,0,1,35,10,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4911,1,4259,9,3,16,55,21,50,4,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4912,2,11762,9,3,21,30,19,15,21,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4913,1,8147,24,3,8,55,9,0,24,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4914,0,3841,27,5,6,55,9,30,2,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4915,0,4174,3,4,17,15,19,50,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4916,1,12898,27,5,17,30,4,25,10,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4917,1,5583,6,6,15,45,22,5,6,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4918,1,10262,6,6,11,30,19,0,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4919,0,7229,6,5,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4920,2,15129,21,5,5,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4921,0,4668,9,6,21,0,23,50,2,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4922,0,4990,18,4,18,25,21,20,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4923,0,6985,24,3,22,10,0,55,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4924,0,4823,3,4,16,55,19,55,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4925,1,9345,18,5,7,10,18,50,11,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4926,1,10844,15,5,14,5,16,20,26,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4927,2,14657,9,5,9,35,12,35,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4928,1,6818,3,6,5,5,16,10,11,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4929,2,11543,15,5,5,55,7,40,25,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4930,0,2175,24,3,22,45,0,10,1,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4931,1,10844,6,6,18,55,16,20,21,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4932,0,8040,1,4,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4933,1,14571,6,6,8,25,20,45,12,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4934,1,14571,9,6,6,30,12,0,5,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4935,1,12898,21,5,16,0,12,35,20,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4936,1,14848,12,6,10,0,19,15,9,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4937,1,8283,18,5,19,0,1,30,6,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4938,0,7229,21,4,15,15,18,10,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4939,1,8405,18,5,11,40,1,30,13,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4940,2,19266,3,3,5,40,4,25,22,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4941,1,11038,6,3,17,40,8,15,14,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4942,0,8016,12,6,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4943,0,3384,21,3,17,45,20,5,2,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4944,1,6573,9,4,18,35,1,30,6,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4945,2,12819,24,6,23,5,19,0,19,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4946,2,15129,21,5,9,40,4,25,18,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4947,0,3943,27,6,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4948,1,7832,24,3,22,50,12,15,13,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4949,0,6860,24,3,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4950,0,4823,12,5,18,25,21,20,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4951,0,5228,6,5,17,0,19,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4952,1,13364,1,4,14,5,19,50,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4953,1,13555,18,3,16,55,7,40,14,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4954,0,5277,6,3,22,5,0,25,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4955,2,13243,12,5,7,0,1,20,18,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4956,1,9794,9,5,6,0,19,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4957,0,8016,6,6,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4958,1,13377,1,6,17,30,1,30,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4959,1,12692,9,6,17,0,22,5,29,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4960,2,10697,6,6,8,20,18,30,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4961,0,3384,27,3,9,30,12,5,2,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4962,1,6734,9,5,6,50,22,30,15,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4963,1,10844,6,6,20,0,9,20,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4964,0,5228,24,5,21,5,23,55,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4965,1,8891,24,5,9,25,11,10,25,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4966,0,3384,27,3,7,55,10,15,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4967,1,17057,3,3,8,0,21,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4968,1,3480,3,4,19,20,23,45,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4969,0,4423,3,5,9,30,12,20,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4970,1,14178,9,6,6,30,4,40,22,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4971,1,4760,24,6,8,45,13,15,4,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4972,1,14151,1,4,20,25,9,45,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4973,1,12681,1,4,20,0,16,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4974,0,4886,3,4,11,0,14,15,3,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4975,0,3807,21,6,10,20,12,55,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4976,0,4804,18,5,4,40,7,15,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4977,1,5694,9,3,7,30,12,20,4,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4978,1,10197,24,5,9,0,19,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4979,0,4077,15,6,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4980,1,14781,1,5,6,30,18,15,11,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4981,0,5224,9,5,11,30,14,5,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4982,0,4804,24,4,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4983,1,8586,21,5,6,30,4,40,22,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4984,1,7662,21,5,12,0,13,15,25,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4985,1,18550,3,3,9,55,18,50,8,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4986,1,8610,12,6,17,0,23,25,6,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4987,0,7229,1,5,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4988,2,12009,6,6,10,0,5,25,19,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4989,1,14151,18,5,17,0,21,5,28,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4990,0,4729,9,4,5,10,8,0,2,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4991,0,7931,3,3,5,10,8,0,2,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4992,1,12898,21,5,11,30,12,35,25,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4993,1,16289,9,3,6,50,4,25,21,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4994,2,13292,3,6,21,25,19,0,21,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4995,1,7618,27,5,8,0,21,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4996,1,13377,15,6,18,15,1,30,7,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4997,1,5192,12,6,7,35,23,30,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4998,1,7268,24,6,11,40,19,15,7,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4999,1,12384,24,5,20,25,9,45,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5000,0,5694,15,3,4,0,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5001,2,16338,18,3,8,55,15,55,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5002,1,7198,6,6,13,0,1,30,12,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5003,1,6540,21,3,8,0,18,50,10,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5004,0,3210,3,6,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5005,0,3873,18,6,6,55,9,30,2,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5006,0,4483,21,4,11,10,13,55,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5007,1,6752,15,5,16,45,22,25,5,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5008,0,4823,12,4,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5009,1,10203,6,5,20,30,8,55,12,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5010,0,3873,18,5,22,20,0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5011,0,2017,27,3,13,10,14,30,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5012,1,8586,6,6,8,25,4,40,20,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5013,1,31825,1,3,22,50,10,25,11,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5014,2,16057,15,5,10,0,13,45,27,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5015,1,10262,6,6,2,15,4,25,26,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5016,1,6593,1,6,20,25,1,30,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5017,0,3971,24,6,21,10,0,5,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5018,1,16289,9,3,19,15,18,50,23,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5019,1,9314,1,5,9,35,9,45,24,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5020,0,4030,21,5,17,45,20,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5021,1,13587,12,6,14,0,21,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5022,1,9314,1,5,20,25,18,0,21,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5023,1,6253,15,6,20,45,7,10,10,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5024,1,5192,15,4,7,35,23,30,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5025,2,16372,1,5,9,25,13,45,28,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5026,0,5403,24,4,11,30,14,20,2,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5027,1,11200,27,3,11,30,18,50,7,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5028,0,3858,12,6,11,35,14,0,2,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5029,0,4174,6,4,15,30,18,5,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5030,0,5411,27,4,18,5,21,10,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5031,0,3175,15,5,16,55,18,25,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5032,0,3858,24,5,14,45,17,5,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5033,1,13941,1,5,20,0,4,40,8,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5034,2,12182,15,6,13,15,19,15,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5035,0,4990,21,6,16,55,19,55,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5036,1,10539,9,6,20,25,22,5,25,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5037,0,6860,9,3,10,5,13,0,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5038,0,8001,6,3,14,55,17,50,2,55,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
5039,1,10262,27,6,22,50,19,0,20,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5040,1,8085,6,5,17,0,23,25,6,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5041,0,3419,27,6,0,25,3,15,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5042,2,15164,1,5,10,0,13,45,27,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5043,0,6565,24,3,17,15,20,0,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5044,2,9254,27,3,5,25,18,50,13,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5045,1,6857,6,6,6,50,10,30,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5046,2,12140,12,5,7,0,1,20,18,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5047,0,3841,6,6,9,0,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5048,1,14781,6,5,8,25,19,50,11,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5049,1,8372,18,5,10,0,7,40,21,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5050,3,8607,1,4,16,45,23,15,30,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5051,1,13587,24,6,10,0,21,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5052,1,15554,18,5,20,55,4,25,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5053,1,10844,21,5,21,10,19,50,22,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5054,0,4392,24,5,12,0,13,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5055,0,6961,27,5,17,0,19,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5056,1,8907,18,5,9,45,23,0,13,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5057,1,6442,15,6,8,35,22,30,13,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5058,1,8586,15,5,14,5,23,35,9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5059,2,13486,15,5,12,55,19,15,30,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5060,0,3100,6,6,19,30,20,45,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5061,2,15812,6,3,17,55,4,25,34,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5062,0,5201,24,4,18,5,21,10,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5063,2,9413,3,3,7,35,21,20,13,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5064,2,13591,6,6,20,15,19,15,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5065,0,5678,1,6,2,55,4,20,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5066,1,6781,3,3,8,15,23,10,14,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5067,1,7832,21,3,18,40,11,25,16,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5068,1,14053,9,3,16,0,18,50,26,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5069,1,10703,9,5,20,25,9,45,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5070,1,13727,15,5,17,30,1,30,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5071,1,7408,24,6,13,0,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5072,1,20800,1,3,14,5,11,25,21,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5073,2,11911,3,6,13,20,7,40,18,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5074,0,5403,3,4,7,0,9,40,2,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5075,1,13469,6,6,9,35,19,10,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5076,2,11270,6,6,21,25,12,35,15,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5077,1,6152,24,6,20,45,6,35,9,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5078,1,12452,27,3,8,0,4,25,20,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5079,1,10844,15,5,16,30,16,20,23,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5080,1,8216,18,5,11,55,22,30,10,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5081,1,13626,12,6,6,30,19,50,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5082,2,7084,6,3,7,5,21,20,14,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5083,1,7575,9,5,4,55,19,15,14,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5084,1,6781,3,3,8,15,8,50,24,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5085,0,6478,6,6,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5086,0,2385,15,3,5,45,7,5,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
